0 0 0
0 0.1 0.01
0 0.2 0.04
0 0.3 0.09
0 0.4 0.16
0 0.5 0.25
0 0.6 0.36
0 0.7 0.49
0 0.8 0.64
0 0.9 0.81
0.00185185 0 0.00897762
0.00185185 0.1 0.0101401
0.00185185 0.2 0.0404738
0.00185185 0.3 0.0910432
0.00185185 0.4 0.161841
0.00185185 0.5 0.252858
0.00185185 0.6 0.364094
0.00185185 0.7 0.495983
0.00185185 0.8 0.652996
0.00185185 0.9 0.867416
0.0037037 0 0.00795892
0.0037037 0.1 0.0102817
0.0037037 0.2 0.0409586
0.0037037 0.3 0.0921106
0.0037037 0.4 0.163725
0.0037037 0.5 0.255786
0.0037037 0.6 0.368354
0.0037037 0.7 0.502559
0.0037037 0.8 0.665523
0.0037037 0.9 0.87986
0.00555556 0 0.0069442
0.00555556 0.1 0.0104252
0.00555556 0.2 0.0414548
0.00555556 0.3 0.0932032
0.00555556 0.4 0.165653
0.00555556 0.5 0.258792
0.00555556 0.6 0.372805
0.00555556 0.7 0.509617
0.00555556 0.8 0.677647
0.00555556 0.9 0.891935
0.00740741 0 0.00593378
0.00740741 0.1 0.0105708
0.00740741 0.2 0.041963
0.00740741 0.3 0.0943218
0.00740741 0.4 0.167628
0.00740741 0.5 0.261884
0.00740741 0.6 0.377464
0.00740741 0.7 0.517064
0.00740741 0.8 0.689422
0.00740741 0.9 0.90369
0.00925926 0 0.00492797
0.00925926 0.1 0.0107189
0.00925926 0.2 0.0424834
0.00925926 0.3 0.0954676
0.00925926 0.4 0.169653
0.00925926 0.5 0.265071
0.00925926 0.6 0.382339
0.00925926 0.7 0.524822
0.00925926 0.8 0.700895
0.00925926 0.9 0.915169
0.0111111 0 0.00392709
0.0111111 0.1 0.0108698
0.0111111 0.2 0.0430166
0.0111111 0.3 0.0966414
0.0111111 0.4 0.171729
0.0111111 0.5 0.268362
0.0111111 0.6 0.387432
0.0111111 0.7 0.53283
0.0111111 0.8 0.712103
0.0111111 0.9 0.926405
0.012963 0 0.00293147
0.012963 0.1 0.0110238
0.012963 0.2 0.043563
0.012963 0.3 0.0978446
0.012963 0.4 0.173861
0.012963 0.5 0.271764
0.012963 0.6 0.392741
0.012963 0.7 0.541036
0.012963 0.8 0.723082
0.012963 0.9 0.937431
0.0148148 0 0.00194143
0.0148148 0.1 0.0111812
0.0148148 0.2 0.0441231
0.0148148 0.3 0.0990784
0.0148148 0.4 0.176053
0.0148148 0.5 0.275284
0.0148148 0.6 0.398262
0.0148148 0.7 0.549398
0.0148148 0.8 0.733858
0.0148148 0.9 0.948271
0.0166667 0 0.000957297
0.0166667 0.1 0.0113425
0.0166667 0.2 0.0446975
0.0166667 0.3 0.100344
0.0166667 0.4 0.178307
0.0166667 0.5 0.27893
0.0166667 0.6 0.403986
0.0166667 0.7 0.557882
0.0166667 0.8 0.744457
0.0166667 0.9 0.958947
0.0185185 0 -2.05911e-05
0.0185185 0.1 0.0115079
0.0185185 0.2 0.0452867
0.0185185 0.3 0.101644
0.0185185 0.4 0.180627
0.0185185 0.5 0.282706
0.0185185 0.6 0.409904
0.0185185 0.7 0.566462
0.0185185 0.8 0.754898
0.0185185 0.9 0.969478
0.0203704 0 -0.000991897
0.0203704 0.1 0.0116777
0.0203704 0.2 0.0458914
0.0203704 0.3 0.102978
0.0203704 0.4 0.183018
0.0203704 0.5 0.286617
0.0203704 0.6 0.416006
0.0203704 0.7 0.575113
0.0203704 0.8 0.765198
0.0203704 0.9 0.97988
0.0222222 0 -0.00195628
0.0222222 0.1 0.0118524
0.0222222 0.2 0.0465121
0.0222222 0.3 0.104349
0.0222222 0.4 0.185484
0.0222222 0.5 0.290666
0.0222222 0.6 0.422281
0.0222222 0.7 0.583819
0.0222222 0.8 0.775373
0.0222222 0.9 0.990165
0.0240741 0 -0.00291339
0.0240741 0.1 0.0120322
0.0240741 0.2 0.0471497
0.0240741 0.3 0.105759
0.0240741 0.4 0.188029
0.0240741 0.5 0.294855
0.0240741 0.6 0.428718
0.0240741 0.7 0.592565
0.0240741 0.8 0.785435
0.0240741 0.9 1.00035
0.0259259 0 -0.00386287
0.0259259 0.1 0.0122175
0.0259259 0.2 0.0478047
0.0259259 0.3 0.10721
0.0259259 0.4 0.190657
0.0259259 0.5 0.299188
0.0259259 0.6 0.435304
0.0259259 0.7 0.601339
0.0259259 0.8 0.795395
0.0259259 0.9 1.01043
0.0277778 0 -0.00480437
0.0277778 0.1 0.0124087
0.0277778 0.2 0.0484781
0.0277778 0.3 0.108704
0.0277778 0.4 0.193371
0.0277778 0.5 0.303663
0.0277778 0.6 0.44203
0.0277778 0.7 0.610131
0.0277778 0.8 0.805262
